COMBUSTÍVEL ; ANO ; REGIÃO ; ESTADO ; UNIDADE ; JANEIRO ; FEVEREIRO ; MARÇO ; ABRIL ; MAIO ; JUNHO ; JULHO ; AGOSTO ; SETEMBRO ; OUTUBRO ; NOVEMBRO ; DEZEMBRO ; TOTAL ; 
QUEROSENE DE AVIAÇÃO  ;2007; REGIÃO SUDESTE ; MINAS GERAIS ; m3 ;9601,277;8680,729;10941,468;10377,832;11546,401;11225,61;11702,309;11484,682;11428,664;11843,557;12006,928;12273,361;133112,818; 
QUEROSENE DE AVIAÇÃO  ;2007; REGIÃO SUDESTE ; ESPÍRITO SANTO ; m3 ;2642,314;2305,394;2807,296;2703,753;3229,129;3184,495;3076,545;3219,602;2996,013;3622,749;4277,051;4105,507;38169,848; 
QUEROSENE DE AVIAÇÃO  ;2007; REGIÃO SUDESTE ; RIO DE JANEIRO ; m3 ;61265,046;57734,599;66456,146;60292,083;57353,136;56678,829;65888,252;63202,419;60309,475;61674,924;63452,365;65664,983;739972,257; 
QUEROSENE DE AVIAÇÃO  ;2007; REGIÃO SUDESTE ; SÃO PAULO ; m3 ;174131,231;157500,781;179382,324;166969,305;174983,219;170311,922;182581,147;179642,992;173248,144;189407,68;184292,916;201976,692;2134428,353; 
QUEROSENE DE AVIAÇÃO  ;2007; REGIÃO SUL ; PARANÁ ; m3 ;10466,725;9806,051;11300,259;10136,913;10792,058;10259,914;10758,771;10699,914;10355,52;11673,26;11794,021;10989,511;129032,917; 
QUEROSENE DE AVIAÇÃO  ;2007; REGIÃO SUL ; SANTA CATARINA ; m3 ;6283,146;6056,237;5353,512;5207,514;4876,296;4557,741;5000,433;4532,899;4426,744;5558,626;5118,167;5442,363;62413,678; 
QUEROSENE DE AVIAÇÃO  ;2007; REGIÃO SUL ; RIO GRANDE DO SUL ; m3 ;11283,467;10195,993;11542,429;10678,208;11371,721;10174,413;10360,478;10134,655;10413,659;11649,552;13521,848;12733,294;134059,717; 
QUEROSENE DE AVIAÇÃO  ;2007; REGIÃO CENTRO-OESTE ; MATO GROSSO DO SUL ; m3 ;2094,847;2048,67;2298,965;2103,868;2571,729;3010,451;2541,707;2775,821;2808,29;2717,59;2366,038;2511,81;29849,786; 
QUEROSENE DE AVIAÇÃO  ;2007; REGIÃO CENTRO-OESTE ; MATO GROSSO ; m3 ;2333,593;1954,175;2492,576;2989,711;2521,773;2795,975;3308,26;3336,157;3049,209;3576,648;3354,266;3465,639;35177,982; 
QUEROSENE DE AVIAÇÃO  ;2007; REGIÃO CENTRO-OESTE ; GOIÁS ; m3 ;3588,212;2890,7;3751,695;3581,752;4169,645;5381,312;4100,577;4026,841;4451,85;4022,353;3803,161;3462,278;47230,376; 
QUEROSENE DE AVIAÇÃO  ;2007; REGIÃO CENTRO-OESTE ; DISTRITO FEDERAL ; m3 ;20848,847;19148,705;22970,051;21737,627;23808,499;24288,994;25648,883;25247,484;24097,948;26253,484;25183,639;26415,722;285649,883; 
QUEROSENE DE AVIAÇÃO  ;2008; REGIÃO NORTE ; RONDÔNIA ; m3 ;2027,26;1728,587;1745,302;1775,59;1668,21;1620,267;2109,402;1707,002;1607,836;1817,139;1838,692;1526,427;21171,714; 
QUEROSENE DE AVIAÇÃO  ;2008; REGIÃO NORTE ; ACRE ; m3 ;1118,51;1086,779;1126,865;1074,259;1036,49;1022,601;1237,822;970,694;1059,724;1080,591;991,866;1133,175;12939,376; 
QUEROSENE DE AVIAÇÃO  ;2008; REGIÃO NORTE ; AMAZONAS ; m3 ;14475,064;13392,401;13140,013;13986,278;16287,393;13481,371;13746,705;14781,915;12850,75;13454,4;12468,508;12829,758;164894,556; 
QUEROSENE DE AVIAÇÃO  ;2008; REGIÃO NORTE ; RORAIMA ; m3 ;540,57;412,986;453,284;981,066;687,558;732,765;807,114;1111,295;598,005;653,093;731,863;694,639;8404,238; 
QUEROSENE DE AVIAÇÃO  ;2008; REGIÃO NORTE ; PARÁ ; m3 ;10247,237;9503,493;9396,449;8859,33;9267,137;9330,617;9016,404;9300,936;9094,99;8832,446;9005,955;9450,343;111305,337; 
QUEROSENE DE AVIAÇÃO  ;2008; REGIÃO NORTE ; AMAPÁ ; m3 ;303,724;352,28;351,705;351,812;319,77;363,481;399,884;354,247;281,47;326,772;230,995;311,477;3947,617; 
QUEROSENE DE AVIAÇÃO  ;2008; REGIÃO NORTE ; TOCANTINS ; m3 ;412,522;448,231;332,072;456,153;401,69;417,776;540,668;384,384;391,607;453,972;478,576;486,596;5204,247; 
QUEROSENE DE AVIAÇÃO  ;2008; REGIÃO NORDESTE ; MARANHÃO ; m3 ;3059,822;2740,704;3016,416;2943,35;2948,27;2816,952;3053,205;2779,914;2393,942;2128,541;2138,92;2580,401;32600,437; 
QUEROSENE DE AVIAÇÃO  ;2008; REGIÃO NORDESTE ; PIAUÍ ; m3 ;1504,428;1373,949;1410,133;1341,431;1440,645;1486,819;1682,011;1379,844;1555,509;1133,707;1172,882;1410,553;16891,911; 
QUEROSENE DE AVIAÇÃO  ;2008; REGIÃO NORDESTE ; CEARÁ ; m3 ;14105,808;12315,514;12016,946;10645,945;10338,447;10454,51;11910,153;11517,545;11230,787;11276,017;11795,475;11854,592;139461,739; 
QUEROSENE DE AVIAÇÃO  ;2008; REGIÃO NORDESTE ; RIO GRANDE DO NORTE ; m3 ;7732,881;6912,346;7316,392;6771,954;6009,319;5959,943;7883,501;7210,957;5785,016;5691,188;9092,937;6455,106;82821,54; 
QUEROSENE DE AVIAÇÃO  ;2008; REGIÃO NORDESTE ; PARAÍBA ; m3 ;1508;1361;1390;1416;1137,022;1003,965;1025,46;755,998;768,389;898,036;1208,554;1347,079;13819,503; 
QUEROSENE DE AVIAÇÃO  ;2008; REGIÃO NORDESTE ; PERNAMBUCO ; m3 ;17711,255;15756,504;16878,195;15489,643;16391,926;16003,728;17593,837;16105,365;15922,408;16176,485;18388,303;18565,023;200982,672; 
QUEROSENE DE AVIAÇÃO  ;2008; REGIÃO NORDESTE ; ALAGOAS ; m3 ;2674,848;2410,426;2541,053;2254,454;2029,996;2211,601;934,512;2004,24;1799,084;1892,193;1971,598;1965,456;24689,461; 
QUEROSENE DE AVIAÇÃO  ;2008; REGIÃO NORDESTE ; SERGIPE ; m3 ;1929,503;1782,319;1805,035;1739,73;1858,882;1923,047;1934,847;1621,123;1345,646;1491,926;1478,126;1523,613;20433,797; 
QUEROSENE DE AVIAÇÃO  ;2008; REGIÃO NORDESTE ; BAHIA ; m3 ;26713,363;23255,488;23572,615;22025,006;22467,085;22281,518;23755,988;22416,903;21229,923;22509,137;21835,072;24989,947;277052,045; 
QUEROSENE DE AVIAÇÃO  ;2008; REGIÃO SUDESTE ; MINAS GERAIS ; m3 ;11370,332;10845,724;12369,547;12518,493;13447,773;13395,529;13748,526;13803,487;14029,23;14020,948;14700,43;15045,375;159295,394; 
QUEROSENE DE AVIAÇÃO  ;2008; REGIÃO SUDESTE ; ESPÍRITO SANTO ; m3 ;4074,68;3861,268;4089,877;4207,243;4101,329;3796,211;3859,951;3858,912;3789,085;4180,817;3796,576;3849,772;47465,721; 
QUEROSENE DE AVIAÇÃO  ;2008; REGIÃO SUDESTE ; RIO DE JANEIRO ; m3 ;69262,148;61751,316;67058,83;62864,309;64989,674;63191,039;69275,796;64623,784;63958,441;68690,237;66468,613;71075,433;793209,62; 
QUEROSENE DE AVIAÇÃO  ;2008; REGIÃO SUDESTE ; SÃO PAULO ; m3 ;202200,062;184574,849;201276,233;191627,794;194317,763;190313,336;202738,717;195383,025;186201,897;189361,179;180015,882;188072,457;2306083,194; 
QUEROSENE DE AVIAÇÃO  ;2008; REGIÃO SUL ; PARANÁ ; m3 ;10992,895;10432,699;10994,465;10628,043;10762,771;10511,992;11338,234;11476,899;11445,221;11969,249;11969,846;12521,373;135043,687; 
QUEROSENE DE AVIAÇÃO  ;2008; REGIÃO SUL ; SANTA CATARINA ; m3 ;6310,696;5972,926;5428,193;4672,699;4850,43;4431,349;4778,67;4733,239;4792,919;4982,688;4675,916;5547,153;61176,878; 
QUEROSENE DE AVIAÇÃO  ;2008; REGIÃO SUL ; RIO GRANDE DO SUL ; m3 ;10565,653;10468,475;11382,032;12414,269;11964,805;10102,665;11260,313;11251,935;11123,347;11979,885;10880,612;11993,391;135387,382; 
QUEROSENE DE AVIAÇÃO  ;2008; REGIÃO CENTRO-OESTE ; MATO GROSSO DO SUL ; m3 ;2354,937;2068,696;2447,543;2064,449;3469,969;2372,086;2675,407;2841,788;2553,105;2765,819;2534,545;2577,807;30726,151; 
QUEROSENE DE AVIAÇÃO  ;2008; REGIÃO CENTRO-OESTE ; MATO GROSSO ; m3 ;3491,975;3128,601;2879,354;3850,306;3406,984;3383,771;3748,764;3418,383;3395,309;3634,128;3492,308;3644,75;41474,633; 
QUEROSENE DE AVIAÇÃO  ;2008; REGIÃO CENTRO-OESTE ; GOIÁS ; m3 ;3340,684;3443,034;3912,019;3540,777;3363,419;6351,713;4634,478;3897,564;4274,299;3967,764;3712,623;3861,771;48300,145; 
QUEROSENE DE AVIAÇÃO  ;2008; REGIÃO CENTRO-OESTE ; DISTRITO FEDERAL ; m3 ;27294,008;24513,894;26366,26;27661,872;29423,83;28430,986;29423,928;27960,984;27511,956;28145,95;27207,746;28775,123;332716,537; 
QUEROSENE DE AVIAÇÃO  ;2009; REGIÃO NORTE ; RONDÔNIA ; m3 ;2487,299;1542,606;1966,067;2155,233;1568,984;1810,946;1764,322;2392,343;2003,927;2192,036;1971,495;2255,127;24110,385; 
QUEROSENE DE AVIAÇÃO  ;2009; REGIÃO NORTE ; ACRE ; m3 ;1119,706;1003,253;1364,118;1335,755;1246,903;980,494;987,404;1014,578;1014,912;1040,337;1213,598;1225,107;13546,165; 
QUEROSENE DE AVIAÇÃO  ;2009; REGIÃO NORTE ; AMAZONAS ; m3 ;12012,053;11142,646;12535,409;11690,486;12344,604;12014,792;13927,522;13690,904;13721,357;15299,178;15685,595;15244,956;159309,502; 
QUEROSENE DE AVIAÇÃO  ;2009; REGIÃO NORTE ; RORAIMA ; m3 ;649,975;546,873;625,641;645,903;599,07;716,013;891,946;616,712;850,051;488,736;714,82;495,154;7840,894; 
QUEROSENE DE AVIAÇÃO  ;2009; REGIÃO NORTE ; PARÁ ; m3 ;9879,898;8323,601;9136,101;8651,482;9307,335;8795,325;9242,743;9265,522;9658,494;9930,705;9489,028;11107,494;112787,728; 
QUEROSENE DE AVIAÇÃO  ;2009; REGIÃO NORTE ; AMAPÁ ; m3 ;274,489;220,114;220,136;205,825;251,062;178,199;169,555;243,156;209,081;265,628;237,188;257,027;2731,46; 
QUEROSENE DE AVIAÇÃO  ;2009; REGIÃO NORTE ; TOCANTINS ; m3 ;385,221;342,997;389,934;394,373;381,086;388,468;415,162;465,062;462,199;459,664;514,672;530,878;5129,716; 
QUEROSENE DE AVIAÇÃO  ;2009; REGIÃO NORDESTE ; MARANHÃO ; m3 ;2928,642;2680,59;3029,189;2991,115;3281,578;2914,262;3262,784;3255,624;3261,629;3764,366;3588,073;4036,984;38994,836; 
QUEROSENE DE AVIAÇÃO  ;2009; REGIÃO NORDESTE ; PIAUÍ ; m3 ;1411,086;1238,42;1307,912;1248,086;1178,588;1002,789;1063,771;997,348;1002,429;1005,844;1096,797;1102,141;13655,211; 
QUEROSENE DE AVIAÇÃO  ;2009; REGIÃO NORDESTE ; CEARÁ ; m3 ;13489,086;11355,893;11393,914;11644,271;11741,793;11489,182;14064,502;13950,594;13164,168;13925,643;13781,102;16343,741;156343,889; 
QUEROSENE DE AVIAÇÃO  ;2009; REGIÃO NORDESTE ; RIO GRANDE DO NORTE ; m3 ;8229,533;6414,542;6929,485;6607,602;6188,375;8346,846;7295,872;7093,62;6813,688;7298,627;6943,653;8294,962;86456,805; 
QUEROSENE DE AVIAÇÃO  ;2009; REGIÃO NORDESTE ; PARAÍBA ; m3 ;1482,073;1173,841;1276,082;1211,474;1143,501;1130,206;1487,571;1428,988;1647,47;1792,718;1783,7;2252,053;17809,677; 
QUEROSENE DE AVIAÇÃO  ;2009; REGIÃO NORDESTE ; PERNAMBUCO ; m3 ;19891,404;15727,258;17138,881;16066,258;15758,808;16524,272;19184,395;18421,068;17568,695;18671,817;18568,105;20171,446;213692,407; 
QUEROSENE DE AVIAÇÃO  ;2009; REGIÃO NORDESTE ; ALAGOAS ; m3 ;2522,346;1879,567;1983,078;1833,309;1834,374;1767,656;3026,493;2724,965;2386,589;2631,295;2497,572;3140,883;28228,127; 
QUEROSENE DE AVIAÇÃO  ;2009; REGIÃO NORDESTE ; SERGIPE ; m3 ;1585,998;1234,596;1295,54;1356,79;1737,632;1636,036;1741,499;1676,018;1622,383;1625,952;1457,11;1688,973;18658,527; 
QUEROSENE DE AVIAÇÃO  ;2009; REGIÃO NORDESTE ; BAHIA ; m3 ;28916,325;24293,891;25377,605;22780,513;22024,439;22382,57;26297,15;23915,065;23796,294;25140,928;25419,95;29242,375;299587,105; 
QUEROSENE DE AVIAÇÃO  ;2009; REGIÃO SUDESTE ; MINAS GERAIS ; m3 ;15259,167;13368,268;14231,302;13817,973;14819,128;14850,505;17706,147;17424,319;16544,252;16718,188;16241,153;17192,283;188172,685; 
QUEROSENE DE AVIAÇÃO  ;2009; REGIÃO SUDESTE ; ESPÍRITO SANTO ; m3 ;4053,873;3477,823;3944,86;3789,798;4232,19;4151,014;4622,834;4282,75;4506,888;4054,914;4185,222;4429,121;49731,287; 
QUEROSENE DE AVIAÇÃO  ;2009; REGIÃO SUDESTE ; RIO DE JANEIRO ; m3 ;74722,663;66033,24;70998,418;67180,394;66818,896;64453,658;71234,861;74252,061;73367,219;75734,219;69839,1;76526,036;851160,765; 
QUEROSENE DE AVIAÇÃO  ;2009; REGIÃO SUDESTE ; SÃO PAULO ; m3 ;190803,522;165297,144;187425,342;179015,347;186975,289;184191,824;197515,87;192739,897;189291,418;202033,107;194837,159;207438,471;2277564,39; 
QUEROSENE DE AVIAÇÃO  ;2009; REGIÃO SUL ; PARANÁ ; m3 ;12936,471;11831,443;13491,797;12771,974;13340,531;13517,97;13543,426;13448,612;13435,515;14232,525;14144,381;14550,062;161244,707; 
QUEROSENE DE AVIAÇÃO  ;2009; REGIÃO SUL ; SANTA CATARINA ; m3 ;6033,385;5403,049;5282,76;4650,396;4791,315;4890,309;5348,092;5326,364;4765,648;4817,761;4855,825;6063,7;62228,604; 
QUEROSENE DE AVIAÇÃO  ;2009; REGIÃO SUL ; RIO GRANDE DO SUL ; m3 ;12204,334;11081,313;12754,964;12190,146;11872,163;12903,657;13511,007;13155,328;12709,738;13300,712;14097,065;14269,114;154049,541; 
QUEROSENE DE AVIAÇÃO  ;2009; REGIÃO CENTRO-OESTE ; MATO GROSSO DO SUL ; m3 ;2568,57;2311,819;2706,504;2792,564;2971,039;2795,804;3355,804;3165,875;3245,343;3529,573;2647,826;3032,274;35122,995; 
QUEROSENE DE AVIAÇÃO  ;2009; REGIÃO CENTRO-OESTE ; MATO GROSSO ; m3 ;3733,384;3330,446;3435,013;3635,658;3226,871;3369,446;3700,154;3681,648;3412,562;3675,938;3557,999;3943,19;42702,309; 
QUEROSENE DE AVIAÇÃO  ;2009; REGIÃO CENTRO-OESTE ; GOIÁS ; m3 ;3723,819;3115,865;3888,229;3527,046;3638,938;4312,996;5476,078;3927,915;3881,706;4361,225;4118,686;3830,826;47803,329; 
QUEROSENE DE AVIAÇÃO  ;2009; REGIÃO CENTRO-OESTE ; DISTRITO FEDERAL ; m3 ;28843,347;24897,772;28943,329;27511,085;30567,329;29079,64;33624,98;31969,404;30993,584;31286,583;29657,606;32345,033;359719,692; 
QUEROSENE DE AVIAÇÃO  ;2010; REGIÃO NORTE ; RONDÔNIA ; m3 ;2219,358;1890,047;2601,156;2510,024;2330,107;2528,346;2846,019;2898,587;2775,002;2864,893;2979,663;3299,748;31742,95; 
QUEROSENE DE AVIAÇÃO  ;2010; REGIÃO NORTE ; ACRE ; m3 ;1151,176;1180,169;1336,17;1089,141;1184,956;1076,03;1024,89;948,15;990,512;1341,626;1232,161;1501,107;14056,088; 
QUEROSENE DE AVIAÇÃO  ;2010; REGIÃO NORTE ; AMAZONAS ; m3 ;14843,391;14153,056;15052,722;15364,987;15663,205;15468,354;16000,011;16059,32;15614,695;16081,499;16538,657;16816,706;187656,603; 
QUEROSENE DE AVIAÇÃO  ;2010; REGIÃO NORTE ; RORAIMA ; m3 ;1900,902;2303,073;1962,926;1021,806;617,926;945,506;1745,494;971,867;1030,164;384,388;803,389;916,463;14603,904; 
QUEROSENE DE AVIAÇÃO  ;2010; REGIÃO NORTE ; PARÁ ; m3 ;9448,684;9618,253;10204,614;9917,985;10769,678;10310,916;11260,086;10908,485;11465,813;12012,222;12210,027;13669,301;131796,064; 
QUEROSENE DE AVIAÇÃO  ;2010; REGIÃO NORTE ; AMAPÁ ; m3 ;425,992;234,437;289,423;284,537;269,248;250,331;334,752;253,409;259,251;273,137;223,836;230,499;3328,852; 
QUEROSENE DE AVIAÇÃO  ;2010; REGIÃO NORTE ; TOCANTINS ; m3 ;445,907;384,727;560,118;481,968;470,005;519,248;553,712;580,961;551,34;536,897;543,607;657,013;6285,503; 
QUEROSENE DE AVIAÇÃO  ;2010; REGIÃO NORDESTE ; MARANHÃO ; m3 ;3848,806;3723,488;4094,218;4078,412;4125,249;4058,992;4176,257;4336,6;4368,796;4536,082;4532,421;5230,252;51109,573; 
QUEROSENE DE AVIAÇÃO  ;2010; REGIÃO NORDESTE ; PIAUÍ ; m3 ;1286,611;1082,239;1486,781;1204,805;1271,114;1248,249;1349,026;1387,45;1554,038;1884,258;1775,689;1890,49;17420,75; 
QUEROSENE DE AVIAÇÃO  ;2010; REGIÃO NORDESTE ; CEARÁ ; m3 ;18113,779;15306,254;15787,331;14618,438;14696,087;14549,501;17532,92;16296,683;15580,888;16029,64;16863,269;17403,387;192778,177; 
QUEROSENE DE AVIAÇÃO  ;2010; REGIÃO NORDESTE ; RIO GRANDE DO NORTE ; m3 ;9258,798;8264,526;8646,271;7985,877;8478,672;7771,889;9547,006;9450,859;8286,182;9240,628;13204,613;10167,571;110302,892; 
QUEROSENE DE AVIAÇÃO  ;2010; REGIÃO NORDESTE ; PARAÍBA ; m3 ;2226,886;1869,905;2326,416;2217,539;2272,056;2109,879;2278,507;1949,71;2073,346;2216,147;2256,938;2485,275;26282,604; 
QUEROSENE DE AVIAÇÃO  ;2010; REGIÃO NORDESTE ; PERNAMBUCO ; m3 ;20681,579;18228,575;19891,259;18738,569;18672,561;18310,528;20922,04;20446,756;20325,212;21555,649;22816,769;23154,236;243743,733; 
QUEROSENE DE AVIAÇÃO  ;2010; REGIÃO NORDESTE ; ALAGOAS ; m3 ;4062,598;3515,056;3535,136;3374,677;3076,058;3074,914;3866,335;3457,451;3157,584;3253,408;3056,11;3519,378;40948,705; 
QUEROSENE DE AVIAÇÃO  ;2010; REGIÃO NORDESTE ; SERGIPE ; m3 ;1862,684;1553,777;1783,917;1752,346;1855,809;1801,189;1992,016;1914,873;1909,656;2386,92;2319,396;2400,707;23533,29; 
QUEROSENE DE AVIAÇÃO  ;2010; REGIÃO NORDESTE ; BAHIA ; m3 ;32495,453;28071,361;26542,415;24181,012;24590,338;24846,812;27882,129;27310,6;26419,06;28210,872;28641,022;31384,53;330575,604; 
QUEROSENE DE AVIAÇÃO  ;2010; REGIÃO SUDESTE ; MINAS GERAIS ; m3 ;18542,83;16893,876;19067,65;18497,104;19153,5;18131,817;20973,533;21269,707;20889,11;21425,41;20890,026;24298,081;240032,644; 
QUEROSENE DE AVIAÇÃO  ;2010; REGIÃO SUDESTE ; ESPÍRITO SANTO ; m3 ;4837,956;4348,81;4574,803;4453,73;4673,021;4327,02;4521,464;4566,319;4280,075;4422,407;4466,188;4519,592;53991,385; 
QUEROSENE DE AVIAÇÃO  ;2010; REGIÃO SUDESTE ; RIO DE JANEIRO ; m3 ;79314,476;71368,582;77122,917;73818,563;79307,849;76028,659;83244,598;87546,652;83964,022;85334,205;82972,412;88699,728;968722,663; 
QUEROSENE DE AVIAÇÃO  ;2010; REGIÃO SUDESTE ; SÃO PAULO ; m3 ;214846,829;186325,403;213130,484;197594,901;210428,359;208887,094;227198,697;219796,981;213230,084;223073,917;220337,795;231610,426;2566460,97; 
QUEROSENE DE AVIAÇÃO  ;2010; REGIÃO SUL ; PARANÁ ; m3 ;14629,209;13718,832;15946,953;15240,608;15390,838;15397,228;16646,23;17281,094;16381,357;16881,885;16817,977;17774,683;192106,894; 
QUEROSENE DE AVIAÇÃO  ;2010; REGIÃO SUL ; SANTA CATARINA ; m3 ;7057,497;6838,216;6463,231;5767,708;5782,019;5911,776;6003,499;5852,108;6104,264;6414,805;6635,082;8002,494;76832,699; 
QUEROSENE DE AVIAÇÃO  ;2010; REGIÃO SUL ; RIO GRANDE DO SUL ; m3 ;13806,472;13017,837;14158,971;13376,369;12486,319;12853,227;14211,625;14113,087;13590,704;14239,679;13845,354;14025,606;163725,25; 
QUEROSENE DE AVIAÇÃO  ;2010; REGIÃO CENTRO-OESTE ; MATO GROSSO DO SUL ; m3 ;3131,628;2764,643;3619,859;3325,536;3711,817;3565,101;3722,175;4509,435;3993,745;3913,073;3799,801;3938,499;43995,312; 
QUEROSENE DE AVIAÇÃO  ;2010; REGIÃO CENTRO-OESTE ; MATO GROSSO ; m3 ;4152,461;3583,81;4589,742;4402,482;5351,82;4978,669;5423,496;5577,339;5034,447;5172,988;5659,716;5707,468;59634,438; 
QUEROSENE DE AVIAÇÃO  ;2010; REGIÃO CENTRO-OESTE ; GOIÁS ; m3 ;4017,083;3535,697;4702,097;4550,546;5341,207;5184,156;6034,082;5535,53;6094,459;5816,935;5064,193;5455,071;61331,056; 
QUEROSENE DE AVIAÇÃO  ;2010; REGIÃO CENTRO-OESTE ; DISTRITO FEDERAL ; m3 ;31750,697;27362,445;31942,403;32716,904;32999,933;33147,638;35830,488;35734,239;33637,877;32982,391;32461,488;36536,197;397102,7; 
QUEROSENE DE AVIAÇÃO  ;2011; REGIÃO NORTE ; RONDÔNIA ; m3 ;3487,092;2758,699;3099,835;2729,183;2771,414;2767,542;3466,379;3231,513;3104,271;3346,898;4189,304;4347,667;39299,797; 
QUEROSENE DE AVIAÇÃO  ;2011; REGIÃO NORTE ; ACRE ; m3 ;1493,29;1300,696;1432,662;1438,006;1394,315;1244,165;1325,041;1396,001;1364,981;1399,126;1410,247;1539,398;16737,928; 
QUEROSENE DE AVIAÇÃO  ;2011; REGIÃO NORTE ; AMAZONAS ; m3 ;16358,158;14483,822;15884,373;14676,667;14861,066;14889,459;15442,169;16730,796;15349,424;16241,253;15629,226;16117,438;186663,851; 
QUEROSENE DE AVIAÇÃO  ;2011; REGIÃO NORTE ; RORAIMA ; m3 ;1012,322;1008,335;756,552;564,42;618,081;738,657;567,137;1029,174;1026,749;787,462;785,72;714,715;9609,324; 
QUEROSENE DE AVIAÇÃO  ;2011; REGIÃO NORTE ; PARÁ ; m3 ;11855,573;11689,722;12372,786;11756,431;11569,618;11640,254;13622,36;13763,367;13745,951;14547,186;14282,376;14920,801;155766,425; 
QUEROSENE DE AVIAÇÃO  ;2011; REGIÃO NORTE ; AMAPÁ ; m3 ;311,529;236,19;234,819;295,498;298,547;253,912;292,616;303,035;230,886;316,255;266,246;309,207;3348,74; 
QUEROSENE DE AVIAÇÃO  ;2011; REGIÃO NORTE ; TOCANTINS ; m3 ;562,844;595,963;622,853;684,415;739,46;866,951;1005,098;1076,344;990,874;1000,302;1066,673;1162,042;10373,819; 
QUEROSENE DE AVIAÇÃO  ;2011; REGIÃO NORDESTE ; MARANHÃO ; m3 ;5505,58;4598,186;5066,631;4967,412;4904,373;5139,6;5592,503;5421,223;4950,398;5668,803;6010,228;6384,778;64209,715; 
QUEROSENE DE AVIAÇÃO  ;2011; REGIÃO NORDESTE ; PIAUÍ ; m3 ;2306,448;1930,425;2273,178;1935,846;1943,749;2019,998;2207,846;2130,978;2100,331;2416,894;2232,02;2250,206;25747,919; 
QUEROSENE DE AVIAÇÃO  ;2011; REGIÃO NORDESTE ; CEARÁ ; m3 ;17819,054;14097,919;15540,284;14696,604;14567,462;14904,598;18196,92;16132,171;15310,911;16034,351;15463,618;17963,383;190727,275; 
QUEROSENE DE AVIAÇÃO  ;2011; REGIÃO NORDESTE ; RIO GRANDE DO NORTE ; m3 ;10926,267;8783,494;9440,238;8683,449;8369,393;8256,354;9119,599;9533,4;9258,468;9192,322;9211,373;9315,047;110089,404; 
QUEROSENE DE AVIAÇÃO  ;2011; REGIÃO NORDESTE ; PARAÍBA ; m3 ;2722,457;2539,717;2709,353;2931,519;2830,844;3496,399;4278,865;4038,689;3885,507;4041,46;3891,112;4186,142;41552,064; 
QUEROSENE DE AVIAÇÃO  ;2011; REGIÃO NORDESTE ; PERNAMBUCO ; m3 ;23961,174;20362,396;23130,229;20634,805;22378,467;21149,158;23305,216;20500,326;21678,442;22251,428;20529,68;22084,238;261965,559; 
QUEROSENE DE AVIAÇÃO  ;2011; REGIÃO NORDESTE ; ALAGOAS ; m3 ;4244,206;3273,884;3482,22;3285,456;4020,01;3482,853;3684,291;3855,789;3495,085;3863,684;3608,658;4053,504;44349,64; 
QUEROSENE DE AVIAÇÃO  ;2011; REGIÃO NORDESTE ; SERGIPE ; m3 ;2460,743;2074,442;2329,629;2266,004;2407,135;1985,076;2305,315;2165,317;2185,736;2209,072;2041,92;2301,632;26732,021; 
QUEROSENE DE AVIAÇÃO  ;2011; REGIÃO NORDESTE ; BAHIA ; m3 ;34969,682;28974,674;32211,593;29033,626;28796,925;28313,052;33767,776;29671,056;28921,296;31329,587;29716,5;33945,961;369651,728; 
QUEROSENE DE AVIAÇÃO  ;2011; REGIÃO SUDESTE ; MINAS GERAIS ; m3 ;25894,398;23366,021;24942,336;24698,937;26750,322;25730,809;26267,212;25323,219;27310,909;24652,835;24574,457;24162,447;303673,902; 
QUEROSENE DE AVIAÇÃO  ;2011; REGIÃO SUDESTE ; ESPÍRITO SANTO ; m3 ;4595,648;4047,179;4342,885;3978,201;4664,015;4528,945;4935,716;4718,248;4952,848;4672,728;4659,788;4529,719;54625,92; 
QUEROSENE DE AVIAÇÃO  ;2011; REGIÃO SUDESTE ; RIO DE JANEIRO ; m3 ;89746,694;82843,766;92922,189;85434,822;92515,922;89187,453;98062,188;99265,177;98135,598;99599,637;101137,942;105244,297;1134095,685; 
QUEROSENE DE AVIAÇÃO  ;2011; REGIÃO SUDESTE ; SÃO PAULO ; m3 ;231209,263;204832,41;231195,382;222479,995;229274,037;221592,691;240370,537;234209,562;233696,702;242410,504;237935,003;252838,313;2782044,399; 
QUEROSENE DE AVIAÇÃO  ;2011; REGIÃO SUL ; PARANÁ ; m3 ;17535,786;16577,617;18207,437;17259,75;18085,6;17504,028;19291,519;19783,041;19562,641;19514,483;19383,754;19590,225;222295,881; 
QUEROSENE DE AVIAÇÃO  ;2011; REGIÃO SUL ; SANTA CATARINA ; m3 ;9073,142;8547,638;7970,242;7213,383;7149,935;7088,959;7886,496;7453,589;7925,557;8479,028;8559,924;9847,819;97195,712; 
QUEROSENE DE AVIAÇÃO  ;2011; REGIÃO SUL ; RIO GRANDE DO SUL ; m3 ;13898,807;12948,437;13750,771;12642,665;13737,878;13878,176;16303,514;16051,245;17411,784;17356,788;17669,721;17268,781;182918,567; 
QUEROSENE DE AVIAÇÃO  ;2011; REGIÃO CENTRO-OESTE ; MATO GROSSO DO SUL ; m3 ;3724,136;3631,135;3599,842;3396,955;3782,471;3314,237;3785,531;3886,689;4091,322;3731,389;3753,13;3827,099;44523,936; 
